danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo,clusters,id,duration_ms
-0.7730265964120383,0.24194960677055175,-0.10487656081957965,0.08893654102422419,-0.8582086709677351,-0.34578949114622465,-0.5656332926889298,1.5342972774368677,1,3q9G9SvgdfE1fxlvoDIb20,167720
-1.3140257523994439,1.3788594424066507,0.8011069416795009,1.8962255291242303,-0.8511565689781481,-0.5012341571547252,-1.0651891205212873,0.7393401845069824,1,47FyQCd3TYLrZ9TU6MPaWK,166707
-1.4014599594277115,0.9144354899409238,0.5904212293744697,-0.1996222049749365,-0.8562276841924947,0.18486643764141486,-0.9449952371330508,-0.3337725187070012,1,6p8eFfPw3nQkf37aT3AkmK,438120
-0.6090874582340364,1.0593357631102307,0.882166784556395,0.650866730601537,0.19625869536923754,0.33495094275307047,-0.017248699730101423,0.6450106852172321,1,2b9lp5A6CqSzwOrBfAFhof,296200
-0.7894205102298385,1.1522205536033763,0.6057946478511221,-0.12672315335409592,-0.8030234534543389,0.3563915863404498,-0.5055363509948118,-0.6930289213871854,1,1s4Ie0cT6P73SRSfh3oyGW,291373
-1.8440956325083164,1.3937210088855538,0.8192755271519082,1.5317302710200271,-0.857206166273137,-0.37795045652729375,-1.661275660949822,-1.1213568123281519,1,4fiOTntQKr24p07FvQDHZE,255187
-1.4233185111847786,1.074197329589134,0.6793424794269248,-0.5458927001739291,-0.8529729129601786,0.8816873542312443,-0.4905121155712822,-0.5396111979724056,1,1iGXvUsVVkYBas0Cniw6NB,432800
-1.2593793730067766,0.7769660000110686,-0.02084685300969581,0.415463543075906,-0.8488128993239151,-0.5494756052263288,0.08792094823460551,1.3503300602356538,1,1Rhr64SXn8s4LjnpPAUHon,354213
-0.14459323339636476,0.9367278396592787,0.24329642808914903,-0.54741143041603,-0.8566114600983753,-0.5516196695850667,0.4297223041199026,-0.5003836724637285,1,6NwbeybX6TDtXlpXvnUOZC,516293
-0.35224947508850046,0.7881121748702461,0.8423356548668867,-0.31656443361670156,-0.8024375360407805,-0.6143335520781513,0.4297223041199026,0.9102903541248314,1,4m1slXE2kaXbXVfZQ0q3Om,94655
-1.2648440109460435,-0.6497443819636438,-1.273955156794097,-0.665872389299896,-0.833256791993944,-0.16354402065349996,-0.4829999978595174,-1.0553191075149837,5,6LtNEH08J18r4HLs4HzvqW,417840
-0.7074509411408376,1.3639978759277473,0.7658179583580943,1.3342953395469175,-0.857821379557373,0.3778322299278292,-1.4182586529742316,-0.5688907358970474,1,0L7zm6afBEtrNKo6C6Gj08,365827
-0.658269199687437,0.30882665592561603,-0.06853938987476497,-0.12216696262779327,-0.8551115115196662,-0.37795045652729375,-0.22383193680363267,-0.4606622752310218,1,64Ret7Tf2M8pDE4aqbW2tX,447440
-1.456106338820379,0.9850279307157144,0.23962777140722066,-0.25885268441686937,-0.7637669867459368,0.4850354478647259,0.34333295043460765,1.9055477077006404,1,1sBxsfQCNIYQ77tUU073sZ,368493
-1.3850660456099115,-0.6794675149214503,-0.8244573642892504,-0.47603110903729023,-0.2841935837485183,0.23310788571301835,-1.4648337827871734,0.4622075942226612,5,1PL2GSxmZluXBWVsfgdw79,377160
-1.232056183310443,0.9961741055748918,-0.5465129461488655,-0.03559933882804513,-0.8498089589269642,0.5279167350394847,-0.5994378223918713,0.2045829370375286,1,0bM9c5A7CterSOEssmWqAa,396133
-1.532611269970113,-1.080729809851838,-0.7603432213241209,-0.6051231796158622,-0.8024375360407805,-0.50659431805157,-0.9975800611154043,-1.577694285331968,5,2B3LrkMAmRVFj6RORrDLHi,473560
-0.7293094928979045,1.2153822111387147,0.5310239307146766,0.046412094245400555,-0.8561105007097831,0.8495263888501753,-0.42665911502128157,-0.8024567848115701,1,3kubJ2b1Rad7NXZtnZAZmO,218867
-0.035300474611030176,1.2785438686740536,0.40978356227380464,0.0008501869823751551,-0.8582291780772097,0.5064760914521053,0.2043587727669596,0.37369872596612275,1,17ANoGm9885srOfzisXHmo,200300
-0.6637338376267038,1.2451053440965212,0.17201966969739718,0.0297060615822912,-0.7933558161306279,0.5332768959363295,-0.5468529984095178,0.14591803153309563,1,0oWHLtxWeMJhmwxtrxhNK0,273600
-1.0353292174968411,1.2302437776176178,-0.010889070587318651,0.6204921257595201,-0.8561837403864778,-0.50659431805157,-1.05392094395364,-0.658105135187914,1,3LM41UarpHPJkUZ7rVbbGx,395133
-1.6746918563910478,1.0667665463496823,0.30810936280321755,0.6053048233385117,-0.8047812056950135,-0.4690731917736561,-0.6069499401036361,-0.19781668839185684,1,12oSzrBIyirNs0aCwk6elL,417400
-1.5216819940915796,0.8772815737436657,0.3972053107929073,-0.2072158561854406,-0.788668476822162,1.55170746633685,0.8165963662757884,1.5110147533040201,3,2pxAohyJptQWTQ5ZRWYijN,250973
-0.11180540576076438,0.4425807542357455,0.2913383608286877,-0.3104895126482981,-0.846908667729851,-0.1581838597566551,-0.5656332926889298,-0.035262338082519565,1,2dbOYFfS7r7NAzquRvji9A,342600
-0.0025126469754304034,0.6877966011376494,0.5369636605806558,-0.4486939646794751,-0.683203342381679,-0.7204647378356791,1.346200664955205,-0.17770905391348857,0,7dQ7jYmdsCRWXyjjgwaLy7,378107
-0.08994685400369747,1.0184664552932468,0.47180132999211816,-0.44261904371107175,-0.8557325839780379,-0.6679351610465998,1.5828323728757956,1.0838862651214127,0,4yEvEw6cvs9MpSfQUToJG9,259808
-1.4287831491240452,1.1224974206455696,0.8166550580933878,1.0001746862847316,-0.8564122481777655,1.9483593727033686,0.812840307419906,0.6740080107281426,3,3090goAxG6IlpCifA8m9xB,242533
-1.8768834601439168,1.248820735716247,0.7703601047261961,0.2347346442659053,-0.8282179022373432,-0.013459515541844368,-0.17500317167716162,1.9037838801148181,1,2JS1iE5A5RHvUPH5Zl9jlF,233960
-0.29213845775656644,0.7435274754335363,0.36488619240449044,-0.35149522918502096,-0.8447114774290074,-0.5012341571547252,0.2419193613257835,0.6671996362468701,1,55cd3NlqktNjhAZcPvaUvk,310067
-0.5216532512057691,0.7546736502927137,-0.1506474203750674,-0.06445521342796116,-0.6990231125477514,-0.7928269099430846,-1.2154314747565829,-0.9643761571900116,1,3Q5oNMl4OYrycajbOofpyY,350013
-0.2484213542424326,0.8958585318422948,0.41589799007701866,0.05552447569800568,-0.8077107927628048,-0.7370812366158982,-0.9975800611154043,-0.050819297389467936,1,4hOohf45f0JtxYKNsEAIOV,309933
-1.6965504081481146,1.3565670926882958,0.39703061285567265,1.759539807335154,-0.8582385527558265,-0.7595939123826466,-1.648505060839822,1.5401884615735126,1,3HUUKh0ZXFi5x2XgAHjtz6,244160
-1.6965504081481146,0.7100889508560043,-0.7626142945081718,-0.27252125659577703,-0.856713995645748,-0.4690731917736561,-0.23510011337127987,1.732480944979805,1,1A9bOtUg91RLO9nGzXF8ao,336760
-0.8713900793188392,0.654358076560117,0.09707425462371723,0.058561936182207244,-0.8433931632485014,3.9637798699170297,-0.2764167607859859,-0.07406654497059947,3,0wDEkVj05E3atMDS7upJin,240320
-0.14459323339636476,1.1262128122652955,0.6807400629248024,-0.41680062959535735,-0.8570450389844083,1.9644398553939026,-0.12617440655069054,0.18211177359415887,3,1zMXCwfwiIGPZA4kq7ideV,274867
-1.3632074938528445,0.7509582586729879,-0.24218913948604262,0.4686191015494354,-0.7207020568494062,0.40999319530889833,-1.1816269450536414,1.1010659458073169,1,1VRnW4Qk8PP3EGGFMs6Z32,416693
-0.658269199687437,1.1224974206455696,0.7916732530688277,-0.29226474974308797,-0.8397897711551182,0.5761581831110884,-0.6670468817977543,0.7379643989900407,1,7sicPw7V9SYJl3Zjme9i4p,225533
-0.16098714721416496,1.293405435152957,0.8907269834808946,-0.096348548512079,-0.8557735981969871,0.2063070812287941,-0.3552939967595161,-0.29359252630198074,1,745PEogChr9LC3ctmXeijC,289920
-0.21563352660683224,0.7918275664899719,0.560198486232869,-0.5307053977529208,-0.8582218541095401,-0.4851536744641906,0.5348919520846095,0.7565198651928865,1,3azSRGmcZSaSZVV3Izg4Tg,212000
-1.3468135800350443,-0.345082269146127,0.11576693390782848,-0.6780222312367028,0.040990580776304276,-0.15282369885981026,-0.9111907074301095,-1.132398373015396,5,67TDP21NkdDbavSA0sMk8v,388733
-1.1446219762821757,1.4048671837447313,0.5249095029114625,1.0457365935477565,-0.8582285921597961,0.8012849407785716,-1.650007484382175,-0.4795705069510316,1,5FvOGIzAQuJyNaEM62mhIG,229640
-2.1774385468035864,1.2190976027584404,0.09567667112583958,-0.13735426504880172,-0.8474359934020532,3.063272839247096,-0.009736582018336642,2.0533917359442238,3,1aDNYyeU62BuQsBAY18i48,506160
-1.516217356152313,0.35712674698205166,0.5935657922446942,-0.6233479425210723,-0.7467753817527478,-0.17962450334403451,0.2456754201816659,1.863886100123529,1,3Rtv6zRNKpeSygXoaF9kCm,409800
-0.6528045617481703,1.2785438686740536,0.6215174622022438,3.1871462349099486,-0.7499979275273182,-0.6443504531004824,-0.11490622998304337,0.7595183720887838,4,28WmNsclKsrVmdv3tDmoYU,414720
-1.5872576493627801,0.3942806631793099,-0.4350556621931359,-0.41376316911115557,-0.8577715765772207,-0.5264269133698959,-0.19753952481245596,0.9581959113557517,1,4vJr55lngvhSM8WIh9CjQc,422933
-1.849560270447583,1.330559351350215,0.5802887490148579,2.0784731581763314,-0.8583821025221483,-0.8249878753241536,-0.8886543542948151,-0.5966181055461662,1,2l0h4aBFLp9HdoaNdCTlbW,266773
-1.647368666694714,1.3008362183924085,0.8505464579169169,1.3798572468099428,-0.8484906447464582,-0.5644840557374943,-1.159090591918347,1.1444561044185337,1,3Ky8IzV8IVSwijtaTWB2SK,397827
-1.1063695107073086,1.267397693814876,0.5916441149351126,0.20587876966598925,-0.7880825594086036,-0.20642530782825874,0.04660430081989921,1.5780049250135322,1,2RaA6kIcvomt77qlIgGhCT,153840
-0.6473399238089036,1.3008362183924085,0.7069447535100053,-0.32415808482720576,-0.8363035625444468,0.007981128045535022,0.4372344218316674,-0.8838045130696714,1,2SrVGpjv0mqCR6j9EZPSm2,363587
-1.3850660456099115,0.1416340330379547,-0.7823551614156912,-0.479068569521492,-0.651563802049534,-0.5601959270200184,-0.47173182129187025,1.1474193347627135,1,3ZuVfQriS93y6ofwbIf7lp,314720
0.24886069823083914,1.0073202804340693,0.628680077628866,-0.20417839570123894,-0.8560343314460205,-0.7065283195038826,0.11796941908166463,0.7272756038199607,1,51TG9W3y9qyO8BY5RXKgnZ,246733
-1.4451770629418454,1.174512903321731,0.6379390683023043,-0.4031320574164497,-0.7596655648510291,-0.2117854687251036,1.0419598976287319,0.48605454318297153,1,3wFGRek61NIF330UwJCI52,271907
-1.3686721317921113,1.2599669105754245,0.7675649377304412,0.28333401201313246,-0.7813445091526839,-0.19570498603456904,0.050360359675781605,1.232365271295892,1,1HM7Vp84E4SMzdrZONg6bH,309640
-0.30853237157436664,1.0853435044483115,0.17498953463038705,-0.5367803187213241,-0.8581858201886063,-0.7949709743018226,0.7640115422934354,-0.06013230704260739,1,5qFxuUIAwJlzO60vqOiL7y,252693
-1.1118341486465753,0.041318459305357616,-0.028708260185256657,-0.5550050816265343,0.3251605263520502,-0.691519868992717,0.23440724361401874,0.6515721238364895,1,2CzKVfVA9U7OKbIpAVPZOk,347627
-0.8167436999261721,1.0704819379694082,-0.11361145768131407,0.06615558739271148,-0.8455903535493449,-0.6191576968853116,-0.15622287739774965,-0.1577072490902691,1,2SgbR6ttzoNlCRGQOKjrop,243533
-1.0735816830717082,1.1039204625469405,0.7375168925260752,0.07678669908741749,-0.4277433500702868,-0.15282369885981026,-0.5092924098506939,-0.3115482911256467,1,3vhKrSxe3fRuS5Ogis76VO,230760
-0.5926935444162362,0.910720098321198,0.7762998345921754,-0.2072158561854406,-0.840551463792744,0.21166724212563895,0.4860631869581385,0.7330609583014568,1,3CspfYGpqAqgbRqUuxmW0r,94571
-1.8604895463261166,1.1819436865611823,0.3744945789523981,5.100746339957014,-0.8537931973391601,-0.4905138353610355,-0.5693893515448122,2.980988663327908,4,2YTwVDQOSGclX2N3AKetOP,432547
-0.915107182832973,0.8624200072647624,0.4721507258665875,-0.5732298445317444,-0.8576895481393224,0.16342579405403546,0.10294518365813507,-0.8192131468768775,1,4nvYDy427VvA1TcEkdgZII,292720
-0.4560775959345683,1.1447897703639245,0.043966081704372696,-0.07508632512266718,-0.8577481398806783,-0.4905138353610355,-0.19378346595657356,-0.7968125365369405,1,6UB9mShVLbMm0W4e6vud4C,312360
-0.5489764409021024,-0.02927398146943291,-0.5185612761913156,-0.1981034747328356,-0.5185605491718138,-0.14210337706612058,0.06538459509931116,-0.9802506054624078,1,0W35nxtHtFlseSojmygEsf,474400
0.2597899741093726,0.6952273843771011,1.0902320278029058,-0.5853796864685512,-0.7133780891799283,-0.5173146398452596,-0.3027091727771627,0.16814225911445016,1,2QjOHCTQ1Jl3zawyYOpxh6,240400
0.45105230198370816,-0.3933823602025626,-0.17458103777621944,-0.19506601424863393,-0.6665046960952691,1.074653146517659,-0.3477818790477514,-1.3867775874426165,0,1DIXPcTDzTj8ZMHt3PDt8p,240693
0.4401230261051747,0.6506426849403912,-0.5318383194211519,-0.29530221022728975,0.158174063487952,-0.5012341571547252,0.2118708904787244,-0.254682489758752,0,4RvWPyQ5RL0ao9LPZeSouE,251489
-0.9861474760434404,-0.6757521233017245,-0.017178196327767268,-0.5458927001739291,1.347586413011177,-0.5173146398452596,-0.7196317057801078,-1.1071050854347113,5,5EQzuYfTZt7B2LqlvTF49l,456867
-0.04622975048956363,0.9070047067014723,0.5556563398647673,-0.2087345864275415,-0.8303272049261528,0.061582737013983355,-0.2951970550653979,-0.4989373338433547,1,60a0Rd6pjrkxjPbaKzXjfq,216880
-1.1610158900999759,1.0816281128285856,0.6674630196949661,0.03881844303489632,-0.854847848683565,-0.5253548811905269,-0.9111907074301095,1.0140739692745853,1,003vvx7Niy0yvhvHt4a68B,222973
0.04666909447797016,1.0481895882510532,0.24679038683384283,-0.2755587170799787,-0.8056600818153509,-0.5612679591993874,1.4926869603346182,-1.2302555274767895,0,2WfaOiMkCvy7F5fcp2zZ8L,225280
-0.17738106103196513,0.992458713955166,0.9247930812416585,-0.586898416710652,-0.6304707751614375,0.517196413245795,1.1884461930081451,0.11374581636770578,0,37ZJ0p5Jm13JPevGcx4SkF,249293
-0.33039092333143355,1.055620371490505,0.3821812881907242,1.6228540855460778,0.18454034709807277,-0.3082683648683107,1.10205683932285,2.029156744915032,4,1jDJFeK9x3OZboIAHsY9k2,183440
0.8827586991857792,0.6209195519825847,1.1454365759690666,0.023631140613887856,-0.8320263654254716,-0.7392253009746361,1.537759666605207,0.20119638807275061,0,4cluDES4hQEUhmXj6TXkSo,199987
0.5822036125261096,-0.9172525785839024,-1.5746103067749913,-0.6051231796158622,-0.1054887726132554,-0.8008671512883518,0.9518144850875545,-0.9372484889200721,0,2374M0fQpWi3dLnB54qaLX,295893
-0.11727004370003112,0.9292970564198272,0.4431508682856296,-0.4456565041952734,0.19039952123365517,3.1865565398745272,1.0344477799169671,-0.6520022917409705,3,0GjEhVFGZW8afUYGChu3Rr,230400
0.07399228417430381,0.9144354899409238,0.9165822781916281,-0.15557902795401196,-0.837856243690376,0.3188704600625359,0.5273798343728447,0.30871931770444816,1,4kbj5MwxO1bq9wjT5g9HaA,199080
1.0576271132423145,0.933012448039553,0.46166884963250626,1.1368604080738074,-0.840229209215287,-0.7033122229657758,1.0306917210610846,0.2718905977124886,0,6bNB5gxFX6Q87DbQWb8OWZ,202627
1.1450613202705822,0.810404524588601,0.8973655050958128,0.6356794281805286,-0.7854459310475916,0.23846804660986318,1.672977785416973,0.8379381465544206,0,6I9VzXrHxO9rA9A5euc8Ak,198800
0.5931328884046431,0.9887433223354402,0.8054743901103679,-0.4411003134689709,-0.3164190414942214,-0.6159416003472048,1.1884461930081451,-0.7857709758496959,0,4HlFJV71xXKIGcU3kRyttv,216773
1.1122734926349818,0.8624200072647624,0.4953855515188007,-0.518555555816114,-0.2314610165282768,-0.6711512575847066,1.4588824306316768,0.3205369625294535,0,07q0QVgO56EorrSGHC48y3,271240
-0.30853237157436664,0.7955429581096977,0.49713253089114756,-0.5094431743635088,-0.8047812056950135,-0.6663271127775463,1.1095689570346148,0.7000421058948725,1,0GONea6G2XdnHWjNZd6zt3,216053
0.724284198947044,0.7881121748702461,0.31212741535961525,-0.6430914356683833,-0.36622202164667167,0.3831923908246741,1.8795610224905042,0.23421524047933498,0,2grjqo0Frpf2okIBiifQKs,215093
0.41826447434810776,1.1224974206455696,0.8025045251773784,0.09804892247682931,-0.7731416653628685,-0.5966450211185633,1.383761253514029,0.9451083106689535,0,3bidbhpOYeV4knp8AIu8Xn,258343
0.8882233371250459,1.3156977848713116,1.1861411953447483,-0.08723616705947387,-0.5566451810530995,-0.12602289437558617,1.8269761985081505,-1.402616759163296,0,2PpruBYCo4H7WOBJ7Q2EwM,235213
1.008445371788914,-0.4788363674562564,-0.10557535256851831,-0.4836247602477945,-0.7998009076797684,-0.20642530782825874,0.21562694933460677,0.008515862597577513,0,3vkQ5DAB1qQMYO4Mr9zJN6,292613
0.6805670954329102,0.2753881313480837,0.5626442573541547,-0.6856158824472071,-0.1054887726132554,-0.2653870776935521,0.0127997711169577,-0.7142654055204801,0,47BBI51FKFwOMlIiX6m8ya,213307
